code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
300131,英唐智控,0.0831,0.1223,3.4192,0.1808,21.9128
603218,日月股份,0.0829,0.0361,0.6902,0.1495,16.0183
600216,浙江医药,0.0829,0.042,0.8517,0.2274,25.7425
000710,贝瑞基因,0.0829,0.0422,0.3586,0.4614,48.4734
600265,ST景谷,0.0829,0.0141,,0.0143,3.9343
600307,酒钢宏兴,0.0828,0.0785,2.7717,0.1093,12.2278
603880,南卫股份,0.0825,0.0343,0.565,0.1077,11.1742
300224,正海磁材,0.0821,0.0248,1.8234,0.0941,10.0559
002321,华英农业,0.08199999999999999,0.043,2.4871,0.0683,8.2967
300194,福安药业,0.0819,0.0346,0.7337,0.2932,32.2729
002823,凯中精密,0.0819,0.0319,0.7489,0.057999999999999996,10.2778
603055,台华新材,0.0818,0.0503,0.5459,0.1577,16.0306
300030,阳普医疗,0.0817,0.019,2.4039,0.0447,9.2814
002260,*ST德奥,0.0815,0.0813,,0.0576,5.8861
600438,通威股份,0.0814,0.0504,1.0382,0.0883,11.2752
002832,比音勒芬,0.0814,0.0433,0.4185,0.1927,19.317999999999998
000715,中兴商业,0.0812,0.0694,2.505,0.1688,22.796999999999997
603159,上海亚虹,0.0812,0.0657,1.2906,0.2197,22.9048
600543,莫高股份,0.0811,0.0088,0.627,0.0791,9.8801
002431,棕榈股份,0.081,0.0177,7.7699,0.0269,3.7598
603505,金石资源,0.0809,0.0204,0.4208,0.0437,4.9959
000507,珠海港,0.0809,0.0201,0.8577,0.038,7.0014
300611,美力科技,0.0807,0.0302,1.2065,0.0839,13.878
002850,科达利,0.0806,0.0328,2.55,0.1117,11.4908
002658,雪迪龙,0.0804,0.024,0.4837,0.0923,24.4832
603899,晨光文具,0.0804,0.0973,0.7805,0.2821,29.3876
002361,神剑股份,0.0802,0.0321,1.7832,0.0716,7.43
603331,百达精工,0.0802,0.0442,0.7961,0.134,13.9632
600655,豫园股份,0.0801,0.0206,1.2712,0.0339,5.0243
300025,华星创业,0.0801,0.0302,,0.0424,4.6665
600690,青岛海尔,0.08,0.0659,1.411,0.0951,12.8776
603466,风语筑,0.08,0.0334,0.5909,0.0603,6.0338
603022,新通联,0.0798,0.0484,1.2294,0.2074,21.4871
300414,中光防雷,0.0798,0.0213,0.6659999999999999,0.1444,16.2007
002384,东山精密,0.0798,0.0343,1.5785,0.0468,5.6135
600973,宝胜股份,0.0797,0.1025,16.238,0.1368,14.629000000000001
603798,康普顿,0.0797,0.0519,0.8240000000000001,0.3626,41.8911
603810,丰山集团,0.0797,0.0512,0.8482,0.1581,17.0133
002263,*ST东南,0.0795,0.0264,29.2033,0.0804,9.3509
000546,金圆股份,0.0795,0.0546,1.0292,0.1137,14.8119
002060,粤水电,0.0795,0.0216,4.6449,0.0257,4.3402
000962,东方钽业,0.0794,0.0329,18.5335,0.0755,8.2275
000099,中信海直,0.0793,0.0143,0.8095,0.0338,10.2163
300720,海川智能,0.0792,0.0185,0.2985,0.2303,23.0265
002521,齐峰新材,0.0792,0.053,4.2604,0.2549,26.0413
002162,悦心健康,0.0792,0.0254,2.9931,0.0435,5.7786
002479,富春环保,0.0791,0.0288,0.8024,0.0955,9.9564
601965,中国汽研,0.0791,0.0295,0.6138,0.159,20.15
601929,吉视传媒,0.079,0.0086,0.6228,0.0186,3.2738
603233,大参林,0.0789,0.078,1.2137,0.1467,14.7984
300577,开润股份,0.0789,0.0885,0.825,0.1738,17.6091
002825,纳尔股份,0.0787,0.055,0.9251,0.2025,20.2541
002734,利民股份,0.0786,0.0333,0.5613,0.1168,13.0882
603757,大元泵业,0.0786,0.0535,0.4749,0.2476,26.3499
000727,华东科技,0.0785,0.0088,,0.0175,5.0993
002714,牧原股份,0.0784,0.0261,2.0567,0.0469,6.3618
300622,博士眼镜,0.0784,0.0558,0.7587,0.3164,34.3411
002415,海康威视,0.0783,0.0482,0.3602,0.1239,12.6549
000707,*ST双环,0.0783,0.027000000000000003,1.945,0.0278,3.0704
300661,圣邦股份,0.0782,0.0332,0.4709,0.1688,21.590999999999998
600860,京城股份,0.0782,0.0322,,0.0673,8.2052
603882,金域医学,0.0782,0.0661,1.4369999999999998,0.1263,19.2315
603659,璞泰来,0.0782,0.0297,0.4159,0.0582,7.9139
600706,曲江文旅,0.0782,0.0366,0.6768,0.0737,11.9779
600671,天目药业,0.0781,0.0516,0.4846,0.0768,11.4271
002119,康强电子,0.0781,0.051,1.1727,0.1006,10.5396
600730,中国高科,0.078,0.0016,0.6554,0.0036,5.3106
600596,新安股份,0.0778,0.0668,0.5747,0.1636,18.1108
601877,正泰电器,0.0777,0.0304,0.5141,0.0542,8.7196
300694,蠡湖股份,0.0777,0.0397,0.7462,0.0719,7.7754
002419,天虹股份,0.0777,0.0695,1.5973,0.1177,11.9059
000060,中金岭南,0.0774,0.0668,1.6703,0.1461,20.1306
000860,顺鑫农业,0.0773,0.0399,1.3671,0.0692,10.2107
601137,博威合金,0.0773,0.0644,1.3194,0.1815,21.5192
002880,卫光生物,0.0773,0.0258,0.3353,0.2438,34.2233
002933,新兴装备,0.0772,0.0128,0.2136,0.1942,19.4183
002595,豪迈科技,0.0772,0.0401,0.355,0.2218,23.2272
601608,中信重工,0.0771,0.0139,2.6256,0.0222,3.1365
300379,东方通,0.0771,0.0095,0.6569,0.1176,13.1634
600233,圆通速递,0.077,0.094,1.1304,0.3009,32.5451
002273,水晶光电,0.077,0.0225,0.3049,0.0745,19.3553
002242,九阳股份,0.0769,0.0806,0.7402,0.2653,26.5985
002697,红旗连锁,0.0768,0.0918,1.6402,0.2074,20.7432
002059,云南旅游,0.0768,0.0195,3.8709,0.0345,3.5111
000553,沙隆达A,0.0767,0.0341,0.5721,0.07200000000000001,13.7557
300073,当升科技,0.0767,0.0401,0.9252,0.1234,13.6188
600936,广西广电,0.0765,0.0159,0.9027,0.0292,4.7258
300575,中旗股份,0.0765,0.0436,0.6764,0.0949,12.3512
000818,航锦科技,0.0765,0.0514,0.617,0.1516,15.5145
300289,利德曼,0.0765,0.0229,0.4909,0.147,16.6273
603335,迪生力,0.0765,0.0578,1.9554,0.2298,23.1985
603000,人民网,0.0762,0.0202,0.847,0.1051,10.8895
300241,瑞丰光电,0.076,0.0356,0.8778,0.0776,9.0834
603357,设计总院,0.076,0.0297,0.2564,0.0951,9.6905
300410,正业科技,0.076,0.0249,0.4903,0.0736,8.2249
603059,倍加洁,0.0759,0.0373,0.5307,0.1687,17.2039
603198,迎驾贡酒,0.0759,0.0337,0.371,0.1296,13.5059
300417,南华仪器,0.0759,0.018000000000000002,0.4316,0.1543,15.4347
002163,中航三鑫,0.0758,0.0401,,0.0474,6.8577
000505,京粮控股,0.0757,0.0752,3.2313,0.1486,15.7709
603002,宏昌电子,0.0757,0.0534,2.0923,0.1295,13.9475
600580,卧龙电气,0.0757,0.034,1.2774,0.0519,7.2275
603056,德邦股份,0.0756,0.1414,2.6448,0.2527,26.1782
300415,伊之密,0.0756,0.0407,0.6919,0.0682,8.1282
300717,华信新材,0.0755,0.028999999999999998,0.4748,0.3203,42.6614
000584,哈工智能,0.0754,0.0357,1.4448,0.0648,8.5619
600831,广电网络,0.0753,0.0203,1.5137,0.0339,5.0965
603533,掌阅科技,0.0753,0.0681,0.9507,0.226,22.5964
002892,科力尔,0.0752,0.0527,0.8109,0.2758,28.1012
600243,青海华鼎,0.075,0.0139,,0.0353,3.8456
000709,河钢股份,0.0749,0.0329,1.7225,0.0459,5.6529
002085,万丰奥威,0.0748,0.0494,0.7174,0.1095,14.549000000000001
600410,华胜天成,0.0748,0.0244,5.564,0.0472,5.1768
002594,比亚迪,0.0747,0.0346,3.0987,0.0503,5.5664
002454,松芝股份,0.0747,0.0359,2.4928,0.0915,10.4038
300496,中科创达,0.0745,0.0278,0.6477,0.0706,9.7143
000799,酒鬼酒,0.0745,0.022000000000000002,0.3516,0.12300000000000001,12.4777
300021,大禹节水,0.0743,0.0195,1.1554,0.0326,3.7196
603729,龙韵股份,0.0742,0.0382,3.8883,0.0774,14.2724
002497,雅化集团,0.07400000000000001,0.033,0.7643,0.0908,12.2079
300658,延江股份,0.07400000000000001,0.0348,1.2907,0.114,11.4588
300257,开山股份,0.07400000000000001,0.0195,1.6311,0.037000000000000005,5.9201
300709,精研科技,0.0739,0.0269,2.3214,0.12,12.6398
000581,威孚高科,0.0738,0.0244,0.2415,0.1088,12.3547
002156,通富微电,0.0738,0.0298,2.2474,0.0576,9.4188
603816,顾家家居,0.0738,0.0503,0.5788,0.1011,17.1
000923,河北宣工,0.0738,0.0204,2.6010000000000004,0.063,12.6107
300308,中际旭创,0.0737,0.0388,0.643,0.09,10.4848
000970,中科三环,0.0736,0.0363,0.9487,0.2424,25.9047
603399,吉翔股份,0.0735,0.0466,0.8528,0.1095,11.4951
300266,兴源环境,0.0735,0.0141,1.102,0.0227,2.7788
000155,川能动力,0.0734,0.0304,4.2108,0.0635,17.9576
600221,海航控股,0.0733,0.0204,4.9746,0.0336,6.1383
603596,伯特利,0.0729,0.0388,0.5215,0.0899,10.6723
002406,远东传动,0.0728,0.0325,0.5098,0.177,18.0332
300389,艾比森,0.0728,0.0475,0.5537,0.1155,11.5621
000661,长春高新,0.0728,0.0347,0.2438,0.1167,12.5136
603258,电魂网络,0.0728,0.0122,0.2803,0.0958,9.6522
002923,润都股份,0.0727,0.0502,0.6746,0.2257,44.097
002897,意华股份,0.0726,0.0449,1.1648,0.1464,14.7569
603321,梅轮电梯,0.0725,0.024,0.8002,0.0714,7.3092
002806,华锋股份,0.0724,0.0172,1.1368,0.0763,8.35
300731,科创新源,0.0724,0.0262,0.4273,0.193,21.0675
000893,*ST东凌,0.0724,0.0095,,0.065,6.4965
300416,苏试试验,0.0723,0.0219,0.5666,0.0596,6.8271
600792,云煤能源,0.0723,0.0518,3.2197,0.1218,15.2427
002608,江苏国信,0.0723,0.0223,0.5595,0.0521,6.8181
603766,隆鑫通用,0.0723,0.0508,0.8605,0.1268,13.6827
601012,隆基股份,0.0723,0.0273,0.6289,0.0463,7.3027
002522,浙江众成,0.0722,0.0197,43.8432,0.0661,12.1136
603708,家家悦,0.07200000000000001,0.0962,2.3204,0.1521,16.0745
601010,文峰股份,0.07200000000000001,0.0551,1.7614,0.1901,19.3771
603878,武进不锈,0.0719,0.0363,0.722,0.1388,14.5148
002043,兔宝宝,0.0718,0.0685,0.8453,0.1519,15.4626
002803,吉宏股份,0.0718,0.0855,0.8141,0.1465,14.9223
300252,金信诺,0.0717,0.0249,0.9590000000000001,0.0484,5.1916
601366,利群股份,0.0716,0.0471,2.0001,0.0747,8.1155
603358,华达科技,0.0715,0.0411,1.0727,0.0958,9.722000000000001
601600,中国铝业,0.0714,0.0443,3.8418,0.0659,11.6147
002251,步步高,0.0714,0.0513,4.9426,0.0865,9.7367
300729,乐歌股份,0.0714,0.0449,1.129,0.141,16.7613
002534,杭锅股份,0.0713,0.0225,1.0844,0.0381,4.7272
600141,兴发集团,0.0712,0.039,1.357,0.0601,7.9108
002478,常宝股份,0.071,0.0427,0.6984,0.1212,12.5508
603013,亚普股份,0.0709,0.0579,1.5788,0.1036,14.0861
002729,好利来,0.0709,0.0193,0.5566,0.1616,16.3615
603936,博敏电子,0.0709,0.0272,1.2283,0.0626,6.6384
600098,广州发展,0.0708,0.0344,1.8081,0.0706,12.9404
002688,金河生物,0.0707,0.0246,0.5901,0.0544,7.787999999999999
300006,莱美药业,0.0707,0.0242,0.7759999999999999,0.0542,6.2786
603848,好太太,0.0706,0.045,0.3419,0.3059,30.5886
601113,华鼎股份,0.0703,0.0333,1.2597,0.0875,11.6215
002288,超华科技,0.0699,0.0264,1.7429,0.0621,6.8969
600329,中新药业,0.0699,0.0462,0.8121,0.1449,15.4224
600370,三房巷,0.0698,0.0331,0.9616,0.2082,20.8174
002859,洁美科技,0.0698,0.0356,0.3422,0.1466,19.0883
601233,桐昆股份,0.0695,0.0666,0.8552,0.1302,14.5605
600367,红星发展,0.0695,0.044000000000000004,0.7167,0.1637,16.8382
000960,锡业股份,0.0695,0.0639,2.3769,0.1042,14.1896
603823,百合花,0.0695,0.0416,0.5455,0.1358,15.3241
300326,凯利泰,0.0694,0.0148,0.2999,0.0465,8.5868
002916,深南电路,0.0694,0.0458,0.7813,0.0807,11.6733
002097,山河智能,0.0692,0.0192,0.6593,0.0293,4.6698
603939,益丰药房,0.069,0.0491,1.0031,0.1097,12.5804
002864,盘龙药业,0.0689,0.0285,0.5038,0.1032,11.205
000951,中国重汽,0.0688,0.08800000000000001,2.2072,0.1209,12.2299
601058,赛轮金宇,0.0686,0.0452,1.3389,0.0772,8.5459
600779,水井坊,0.0685,0.0495,0.3167,0.1198,12.3059
603009,北特科技,0.0684,0.021,1.2504,0.0516,5.3634
300620,光库科技,0.0684,0.0207,0.201,0.0965,13.1449
000650,仁和药业,0.0683,0.0494,0.5016,0.2736,27.7468
300154,瑞凌股份,0.0683,0.0158,0.3682,0.0958,10.3957
603607,京华激光,0.0682,0.0311,0.42200000000000004,0.1861,18.6387
300221,银禧科技,0.0682,0.0375,4.2584,0.1161,14.3962
600081,东风科技,0.0682,0.0577,1.4121,0.0898,9.1096
002056,横店东磁,0.0681,0.0457,0.6172,0.1674,18.6585
603315,福鞍股份,0.068,0.0116,2.0383,0.0375,4.1665
002050,三花智控,0.0678,0.0412,0.54,0.1086,11.7606
002048,宁波华翔,0.0676,0.0471,1.015,0.1162,13.5257
603579,荣泰健康,0.0675,0.0514,0.6241,0.1374,14.8641
002221,东华能源,0.0673,0.084,2.4854,0.1221,16.0526
300563,神宇股份,0.0673,0.0299,0.5541,0.1259,14.2219
002352,顺丰控股,0.0671,0.0664,1.4727,0.142,18.7875
300677,英科医疗,0.0671,0.0408,0.7170000000000001,0.0878,9.2956
600460,士兰微,0.0671,0.0185,1.8619999999999999,0.0391,5.9063
002203,海亮股份,0.0671,0.1074,3.0493,0.1829,19.8919
600650,锦江投资,0.067,0.0263,0.4783,0.1244,17.2481
300358,楚天科技,0.067,0.0184,1.1775,0.0437,4.7045
601177,杭齿前进,0.067,0.0216,3.5669,0.0401,5.0427
000630,铜陵有色,0.0669,0.0883,5.0198,0.1505,19.868
002561,徐家汇,0.0667,0.0385,0.5595,0.2452,28.3459
002180,纳思达,0.0667,0.0296,2.9391,0.0376,9.4138
002630,华西能源,0.0666,0.0143,2.0306,0.0182,2.3899
600028,中国石化,0.0665,0.0829,1.82,0.1724,22.2252
002249,大洋电机,0.0665,0.0245,2.7928,0.0533,7.8401
603026,石大胜华,0.0663,0.0883,1.52,0.2131,23.6276
300058,蓝色光标,0.0662,0.0682,2.5872,0.1127,14.5631
601500,通用股份,0.0661,0.0463,1.7028,0.1197,11.9689
002080,中材科技,0.0661,0.0206,0.655,0.0364,5.2504
300639,凯普生物,0.0659,0.0228,0.3592,0.2973,34.434
600881,亚泰集团,0.0658,0.0115,10.7138,0.0173,2.2393
603138,海量数据,0.0658,0.040999999999999995,0.6079,0.1219,18.2539
603036,如通股份,0.0657,0.0091,0.3874,0.1266,18.7112
300707,威唐工业,0.0655,0.0323,0.3222,0.1411,17.0477
600584,长电科技,0.0654,0.0327,37.1222,0.0522,7.7626
002189,利达光电,0.0653,0.047,1.0688,0.1261,13.3164
300233,金城医药,0.0652,0.0276,0.5711,0.1364,16.5991
603588,高能环境,0.0652,0.0179,0.4977,0.028999999999999998,4.2163
300655,晶瑞股份,0.0651,0.0328,0.8855,0.0637,9.0519
603160,汇顶科技,0.0651,0.0332,0.4829,0.1607,16.3591
600903,贵州燃气,0.0651,0.0193,1.508,0.0297,4.1492
603330,上海天洋,0.065,0.0287,0.7917,0.092,14.9768
000833,粤桂股份,0.0649,0.0446,1.6931,0.1979,27.6661
300748,金力永磁,0.0648,0.0355,0.5616,0.08800000000000001,10.328
002581,未名医药,0.0648,0.0075,2.6752,0.0239,6.1744
300691,联合光电,0.0643,0.0383,0.9292,0.0982,10.1285
600617,国新能源,0.0643,0.0161,,0.0191,4.7106
300303,聚飞光电,0.0642,0.0343,0.8128,0.0849,9.0895
300435,中泰股份,0.0641,0.0175,0.461,0.0376,3.8877
002254,泰和新材,0.0641,0.0262,0.7521,0.0719,7.4852
300517,海波重科,0.0639,0.0148,0.8077,0.031,3.1185
000656,金科股份,0.0639,0.0083,0.7133,0.0099,1.4122
000921,海信家电,0.0638,0.0854,1.5248,0.1315,13.5485
300700,岱勒新材,0.0638,0.0183,0.3622,0.0433,4.9453
600138,中青旅,0.0637,0.0398,0.7114,0.0911,9.991
002602,世纪华通,0.0637,0.0246,0.4503,0.221,22.0998
002783,凯龙股份,0.0636,0.025,0.6166,0.0549,11.1037
600255,梦舟股份,0.0636,0.0454,3.3863,0.1205,14.3623
000887,中鼎股份,0.0635,0.0338,0.5229,0.0705,14.5513
000917,电广传媒,0.0631,0.0193,23.3299,0.0358,6.9562
600748,上实发展,0.063,0.0077,0.6236,0.0111,1.7008
300350,华鹏飞,0.063,0.0165,0.4302,0.0488,5.2778
000790,泰合健康,0.063,0.0262,1.7132,0.127,13.569
600489,中金黄金,0.0629,0.0407,4.9758,0.0661,9.9078
603630,拉芳家化,0.0629,0.0221,0.3389,0.2244,23.8348
000635,英力特,0.0628,0.0262,1.0402,0.1137,11.6718
000861,海印股份,0.0627,0.0096,0.7302,0.0138,3.6436
002105,信隆健康,0.0627,0.0407,,0.0622,6.7835
600758,红阳能源,0.0625,0.0219,91.48899999999999,0.0337,3.9282
600121,郑州煤电,0.0624,0.0188,0.6335,0.0316,3.2957
300633,开立医疗,0.0624,0.0298,0.2902,0.1137,13.3616
300669,沪宁股份,0.0621,0.0254,0.4036,0.3316,33.1566
600022,山东钢铁,0.0619,0.0371,0.9658,0.0655,8.4228
600761,安徽合力,0.0619,0.0617,0.8735,0.1808,20.4906
002838,道恩股份,0.0619,0.0404,0.5660000000000001,0.1526,17.0078
603133,碳元科技,0.0618,0.0207,0.5331,0.1145,11.7066
300207,欣旺达,0.0618,0.0444,1.8672,0.0615,6.9564
000058,深赛格,0.0612,0.0142,0.4438,0.0245,3.3261
603890,春秋电子,0.0611,0.0299,0.8549,0.0648,6.6697
603818,曲美家居,0.0611,0.0149,1.0358,0.0207,9.8597
603800,道森股份,0.061,0.0281,0.7818,0.0676,6.852
000963,华东医药,0.0608,0.0779,0.7388,0.1733,19.9477
603298,杭叉集团,0.0608,0.0677,0.8323,0.2245,23.0914
600207,安彩高科,0.0606,0.0437,,0.3281,40.244
002182,云海金属,0.0602,0.055,0.9261,0.0947,10.027999999999999
002250,联化科技,0.0601,0.0201,,0.0747,7.7543
603677,奇精机械,0.06,0.0393,1.11,0.1096,11.2461
600572,康恩贝,0.06,0.0296,0.4198,0.0651,8.9999
603348,文灿股份,0.0599,0.0245,0.6809,0.0794,13.3486
000997,新大陆,0.0595,0.0225,0.4956,0.0444,4.698
300596,利安隆,0.0595,0.0379,0.4449,0.0938,10.4791
002053,云南能投,0.0594,0.0143,0.7053,0.0388,7.3928
600386,北巴传媒,0.0594,0.0439,2.2275,0.0756,12.0818
300017,网宿科技,0.0592,0.0233,0.4513,0.0838,10.3267
600865,百大集团,0.0589,0.0152,0.3109,0.1171,17.1995
300673,佩蒂股份,0.0588,0.0319,0.3466,0.1818,18.7059
300579,数字认证,0.0588,0.0198,0.49,0.047,4.8578
002591,恒大高新,0.0587,0.0087,0.6005,0.055999999999999994,5.702999999999999
002756,永兴特钢,0.0586,0.0518,0.6474,0.2782,32.9259
002380,科远股份,0.0586,0.0096,0.3107,0.0737,8.0207
002631,德尔未来,0.0585,0.0307,0.6109,0.1263,12.7733
600389,江山股份,0.0582,0.0553,0.6371,0.1319,14.5659
603506,南都物业,0.0581,0.0352,0.6286,0.0718,7.1762
002484,江海股份,0.057999999999999996,0.0205,0.4289,0.141,15.193
300292,吴通控股,0.0579,0.0348,1.0243,0.1624,16.4287
300349,金卡智能,0.0578,0.0187,0.2332,0.0884,10.7419
001896,豫能控股,0.0578,0.0188,,0.0273,5.1572
603650,彤程新材,0.0578,0.0304,0.2856,0.1055,11.0051
002790,瑞尔特,0.0575,0.0242,0.3571,0.2269,24.3019
600096,云天化,0.0574,0.0319,17.7099,0.035,3.9534
000759,中百集团,0.0574,0.0824,1.3936,0.1516,15.1848
603738,泰晶科技,0.0574,0.0219,0.5519,0.0544,8.3417
603016,新宏泰,0.0568,0.0192,0.3654,0.1991,19.9126
002842,翔鹭钨业,0.0567,0.0374,0.7846,0.0762,8.3984
002606,大连电瓷,0.0566,0.0184,,0.0537,6.5358
300239,东宝生物,0.0566,0.0162,0.8,0.0469,5.6408
002297,博云新材,0.0565,0.0102,2.4249,0.0317,3.5121
000425,徐工机械,0.0564,0.0328,1.2703,0.0624,7.1894
300112,万讯自控,0.0559,0.0184,0.474,0.0993,12.097000000000001
600321,*ST正源,0.0559,0.0246,4.6282,0.1148,18.6296
300171,东富龙,0.0559,0.0166,1.0693,0.0522,5.4277
600182,S佳通,0.0559,0.0471,0.9219,0.0998,13.2595
002149,西部材料,0.0555,0.016,1.1283,0.0331,4.6671
002514,宝馨科技,0.0555,0.0189,0.4162,0.042,4.2143
000524,岭南控股,0.0555,0.0627,1.713,0.1383,16.4419
000735,罗牛山,0.0554,0.0078,0.124,0.0218,4.7707
002295,精艺股份,0.0553,0.1156,5.601,0.2526,25.5116
600150,*ST船舶,0.0552,0.0135,1.5471,0.0245,3.7778
000338,潍柴动力,0.0549,0.0326,0.8067,0.0466,7.8493
600810,神马股份,0.0548,0.0434,0.5601,0.0673,7.6328
600765,中航重机,0.0547,0.0162,1.2154,0.0242,3.1198
002648,卫星石化,0.0547,0.0296,0.613,0.0746,7.553
002395,双象股份,0.0546,0.0418,1.7619999999999998,0.1253,12.8879
000551,创元科技,0.0546,0.0299,0.8838,0.0619,6.7519
603229,奥翔药业,0.0545,0.0107,0.2602,0.0421,4.3554
603598,引力传媒,0.0545,0.0689,2.4575,0.0961,12.3604
601919,中远海控,0.0545,0.0196,2.1009,0.0259,4.6691
600929,湖南盐业,0.0544,0.0247,0.7657,0.0791,11.4495
300173,智慧松德,0.0544,0.0052,0.5588,0.0125,1.6373
600645,中源协和,0.0543,0.0113,0.1519,0.0368,4.2321
002596,海南瑞泽,0.0542,0.0189,1.0605,0.0379,4.2526
603006,联明股份,0.0542,0.0198,0.5722,0.0565,8.4461
002872,天圣制药,0.0541,0.0188,0.6254,0.0587,7.06
603266,天龙股份,0.054000000000000006,0.0339,0.6353,0.1579,16.1436
601311,骆驼股份,0.054000000000000006,0.0327,0.8912,0.0743,11.3415
600379,宝光股份,0.0538,0.045,1.0359,0.1359,14.8327
600885,宏发股份,0.0537,0.0316,0.3397,0.1007,10.7631
002543,万和电气,0.0537,0.0444,0.7565,0.0924,9.4475
002309,中利集团,0.0537,0.0221,7.879,0.0327,4.1486
600078,澄星股份,0.0536,0.0159,4.6117,0.022000000000000002,2.5098
600721,百花村,0.0535,0.0091,0.2754,0.0596,6.8093
000910,大亚圣象,0.0534,0.0421,0.5756,0.1204,12.0751
002035,华帝股份,0.0532,0.0479,0.5451,0.0951,9.6244
603238,诺邦股份,0.053,0.0248,0.6532,0.0694,9.6512
603192,汇得科技,0.0529,0.0373,0.7249,0.0959,9.6457
300660,江苏雷利,0.0529,0.0304,0.5335,0.10099999999999999,10.1013
601900,南方传媒,0.0525,0.0211,0.4307,0.0443,5.0573
603108,润达医疗,0.052000000000000005,0.0302,0.6222,0.0513,6.2108
002245,澳洋顺昌,0.052000000000000005,0.0219,0.4947,0.0465,5.8883
601163,三角轮胎,0.052000000000000005,0.0201,0.8731,0.0561,6.8199
603871,嘉友国际,0.0519,0.0729,0.7090000000000001,0.2456,24.6815
603012,创力集团,0.0517,0.0128,0.3505,0.038,4.5456
002291,星期六,0.0517,0.0187,2.5380000000000003,0.0364,4.401
002340,格林美,0.0516,0.0205,0.9334,0.0342,4.7001
000032,深桑达A,0.0515,0.027999999999999997,0.6779999999999999,0.0912,9.4701
600856,中天能源,0.0515,0.0121,0.5739,0.0207,4.0642
300371,汇中股份,0.0513,0.0127,0.1683,0.1204,12.6743
600127,金健米业,0.0512,0.053,,0.0859,9.6583
000819,岳阳兴长,0.051,0.0874,2.0096,0.6577,65.7735
603398,邦宝益智,0.051,0.0133,0.418,0.0395,4.0004
600518,康美药业,0.0509,0.0158,0.3376,0.0275,4.398
601218,吉鑫科技,0.0509,0.011000000000000001,,0.0258,3.3047
600336,澳柯玛,0.0507,0.0439,4.1015,0.0728,8.3824
603129,春风动力,0.0507,0.0458,0.9731,0.087,8.9862
300738,奥飞数据,0.0506,0.0252,0.4837,0.0863,8.789
600809,山西汾酒,0.0505,0.034,0.2579,0.0847,8.5085
600303,曙光股份,0.0505,0.0168,,0.0314,4.1826
002660,茂硕电源,0.0505,0.0239,6.1565,0.0403,4.2593
000055,方大集团,0.0504,0.0147,0.3503,0.0258,3.9803
603032,德新交运,0.0503,0.0104,0.9681,0.084,12.2851
600197,伊力特,0.0501,0.0251,0.2592,0.1323,13.5593
600408,*ST安泰,0.0501,0.057999999999999996,0.4927,0.0749,9.9688
000021,深科技,0.0499,0.0443,1.3746,0.0793,8.1027
603286,日盈电子,0.0498,0.0213,0.7999,0.0846,8.6158
002632,道明光学,0.0497,0.0192,0.2565,0.1591,18.0646
002411,延安必康,0.0497,0.0146,0.461,0.0292,4.4052
600827,百联股份,0.0496,0.0398,2.1681,0.0716,8.05
603699,纽威股份,0.0496,0.0212,0.5121,0.0481,4.9711
300175,朗源股份,0.0496,0.0126,0.2621,0.0613,6.5653
600452,涪陵电力,0.0495,0.0176,0.4256,0.0238,3.6412
002325,洪涛股份,0.0495,0.0116,1.1213,0.0174,2.1291
603309,维力医疗,0.0494,0.0224,0.6819,0.134,19.1684
603309,维力医疗,0.0494,0.0224,0.6819,0.134,19.1684
600433,冠豪高新,0.0493,0.0219,1.054,0.0597,5.9863
002847,盐津铺子,0.0493,0.0334,0.6685,0.0765,7.9491
002170,芭田股份,0.0492,0.0215,14.772,0.0464,5.4059
300553,集智股份,0.049,0.0143,0.3176,0.1492,14.9234
600547,山东黄金,0.0488,0.0379,2.1776,0.0701,12.6311
000708,大冶特钢,0.0486,0.0625,1.2019,0.1501,15.7164
